Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,hours,minutes,duration
Zindagi Na Milegi Dobara,Hindi,8.1,2011.0,13+,2,34,2-3 hrs
Shahanpan Dega Deva,Marathi,5.1,2011.0,13+,1,55,1-2 hrs
Putin: The New Empire,English,7.6,2020.0,13+,0,57,30-60 mins
Paavi,Tamil,,2011.0,NR,2,1,2-3 hrs
Deewaanapan,Hindi,4.6,2001.0,NR,2,27,2-3 hrs
Stuart Little,Tamil,5.9,1999.0,All,1,24,1-2 hrs
Student Of The Year,Hindi,5.3,2012.0,13+,2,25,2-3 hrs
Singara Chennai,Tamil,,2004.0,13+,1,49,1-2 hrs
Srinivasa Kalyanam,Telugu,6.1,2018.0,All,2,19,2-3 hrs
Sri Kannika Parameswari,Tamil,7.8,2014.0,NR,2,10,2-3 hrs
Uphaar,Hindi,7.1,1971.0,All,2,8,2-3 hrs
Bounty Hunters,Tamil,5.4,2016.0,13+,1,45,1-2 hrs
Cloudy with a Chance of Meatballs,English,6.9,2009.0,7+,1,29,1-2 hrs
Memory Card,Marathi,5.4,2018.0,13+,1,40,1-2 hrs
Tum Milo Toh Sahi,Hindi,5.7,2010.0,All,2,8,2-3 hrs
Devi,Bengali,8.3,2020.0,13+,1,55,1-2 hrs
The Dark Knight,English,9.0,2008.0,13+,2,32,2-3 hrs
Encounter,Bengali,3.9,2017.0,13+,2,2,2-3 hrs
UNTRACEABLE,Hindi,6.2,2008.0,13+,1,36,1-2 hrs
Food Patriots,English,5.9,2019.0,13+,1,13,1-2 hrs
School Master,Hindi,7.0,,NR,1,57,1-2 hrs
47 Dhansukh Bhawan,Gujarati,5.5,2019.0,13+,1,45,1-2 hrs
"Men And Turtles, A journey across the Indian Ocean",English,,2020.0,13+,0,52,30-60 mins
Ponmagal Vandhal,Tamil,6.8,2020.0,18+,2,3,2-3 hrs
Faraar-1965,Hindi,,,NR,2,17,2-3 hrs
Street Kings,English,6.8,2008.0,18+,1,48,1-2 hrs
Up Up & Up,Tamil,5.6,2019.0,All,1,18,1-2 hrs
Ahmedabad Palanpur Via Kadi Kalol,Gujarati,,2008.0,All,2,45,2-3 hrs
Sati Anasuya,Telugu,,,NR,2,21,2-3 hrs
Sri Anjaneya Charitra,Telugu,,1981.0,NR,2,6,2-3 hrs
Vicky Velingkar,Marathi,4.6,2019.0,13+,2,5,2-3 hrs
Masoom,Hindi,8.4,1983.0,All,2,17,2-3 hrs
Hotel Milan,Hindi,3.7,2018.0,18+,2,3,2-3 hrs
The Blair Witch Project,English,6.5,1999.0,18+,1,21,1-2 hrs
Samurai,Tamil,6.3,2002.0,13+,2,58,2-3 hrs
The Conjuring 2,Telugu,7.3,2016.0,18+,2,13,2-3 hrs
Men in Black,Marathi,7.3,1997.0,13+,1,37,1-2 hrs
Unnai Ninaithu,Tamil,6.9,2002.0,All,2,43,2-3 hrs
Shrek 2,Hindi,7.2,2004.0,7+,1,32,1-2 hrs
Stalking Laura (4K Restored),English,6.5,1993.0,16+,1,35,1-2 hrs
Happy Birthday (Kannada),Kannada,3.8,2017.0,13+,2,30,2-3 hrs
I Am Legend,English,7.2,2007.0,18+,1,40,1-2 hrs
Super Kudumbam,Tamil,5.4,2001.0,13+,2,20,2-3 hrs
Gold and Mineral Water,English,,2020.0,13+,1,3,1-2 hrs
Honey Bunny As Super Team X,Hindi,,2018.0,7+,0,49,30-60 mins
Primer,English,6.9,2004.0,16+,1,17,1-2 hrs
Guruji Oru Vakku,Malayalam,5.9,1985.0,NR,2,1,2-3 hrs
Khoya Khoya Chand,Hindi,6.3,2007.0,13+,2,8,2-3 hrs
Sniper,English,6.2,1993.0,18+,1,39,1-2 hrs
The Super Simple Show - Animals,English,,2019.0,All,0,45,30-60 mins
Deergha Sumangali,Kannada,5.2,1995.0,NR,2,23,2-3 hrs
Cheppu,Malayalam,6.9,1987.0,NR,2,10,2-3 hrs
Jayadev,Telugu,6.3,2017.0,13+,2,15,2-3 hrs
Chhota Bheem - Himalayan Adventure,Hindi,5.6,2016.0,All,1,34,1-2 hrs
Operation Jackpot Nalli C.I.D 999,Kannada,,1969.0,NR,2,26,2-3 hrs
Varasudochadu,Telugu,,2010.0,NR,2,4,2-3 hrs
Daagadi Chawl,Marathi,6.2,2015.0,13+,1,54,1-2 hrs
XXX: State of the Union,Hindi,4.5,2005.0,16+,1,40,1-2 hrs
Jadoogadu,Telugu,5.5,2015.0,13+,2,32,2-3 hrs
Nau Mahine Nau Divas,Marathi,5.8,2009.0,13+,2,10,2-3 hrs
Pappu Can't Dance Saala,Hindi,6.5,2011.0,13+,2,7,2-3 hrs
R... Rajkumar,Hindi,5.2,2013.0,NR,2,25,2-3 hrs
On Day Eight,English,,2019.0,13+,0,54,30-60 mins
Empire Records,English,6.7,1995.0,16+,1,30,1-2 hrs
Aaru,Tamil,5.7,2005.0,18+,2,37,2-3 hrs
Bodhi,Malayalam,,2014.0,All,1,30,1-2 hrs
Rowdy Rajyam,Telugu,,1994.0,NR,1,43,1-2 hrs
Radiopetti,Tamil,7.3,2015.0,NR,1,22,1-2 hrs
Ekti Raat,Bengali,7.3,,NR,2,18,2-3 hrs
Sankashta Kara Ganapathi,Kannada,6.8,2018.0,13+,1,56,1-2 hrs
The Nut Job 2,English,5.5,2017.0,7+,1,26,1-2 hrs
Kinare Kinare,Hindi,7.1,,NR,1,51,1-2 hrs
I Am Kalam,Tamil,8.0,2011.0,All,1,28,1-2 hrs
Cell,English,4.4,2016.0,18+,1,38,1-2 hrs
One Day: Justice Delivered,Hindi,5.5,2019.0,13+,0,0,<30 mins
Vishnu Vijaya,Kannada,,1993.0,NR,2,20,2-3 hrs
Rajdooth,Telugu,6.7,2019.0,All,2,5,2-3 hrs
Teen Bahuraniyan,Hindi,6.8,,All,2,27,2-3 hrs
Hari Darshan,Hindi,7.6,1972.0,All,2,38,2-3 hrs
Job: Astronaut!,English,,2019.0,13+,1,31,1-2 hrs
Yea Toh Two Much Ho Gaya,Hindi,3.6,2016.0,13+,1,58,1-2 hrs
War (Telugu),Telugu,6.5,2019.0,13+,2,31,2-3 hrs
The Raid: Redemption,Hindi,7.6,2012.0,18+,1,37,1-2 hrs
Rajlokhi o Srikanto,Bengali,,2020.0,13+,2,25,2-3 hrs
Monihar,Bengali,6.4,,NR,2,21,2-3 hrs
Big Momma's House 2,English,4.7,2006.0,13+,1,38,1-2 hrs
Unishe April,Bengali,7.7,1996.0,All,2,13,2-3 hrs
Omkara,Hindi,8.1,2006.0,NR,2,32,2-3 hrs
Bonpalashir Padabali,Bengali,,1973.0,NR,2,19,2-3 hrs
Sapthagiri Express,Telugu,7.5,2016.0,13+,0,0,<30 mins
Mohalla Assi,Hindi,6.8,2018.0,18+,1,57,1-2 hrs
Gleason,English,8.3,2016.0,16+,1,51,1-2 hrs
The Believer’s Heaven,English,,1977.0,NR,0,0,<30 mins
Detective Byomkesh Bakshy,Hindi,7.6,2015.0,13+,2,18,2-3 hrs
Paaghadi,Gujarati,6.4,2018.0,All,1,51,1-2 hrs
Freddy Got Fingered,English,4.6,2001.0,18+,1,27,1-2 hrs
Thayillamal Nannilai,Tamil,6.4,1979.0,All,2,15,2-3 hrs
One for the Money,English,5.3,2012.0,16+,1,31,1-2 hrs
Dragon Blade,Tamil,6.0,2015.0,13+,2,7,2-3 hrs
Miranda House,Marathi,3.7,2019.0,13+,1,25,1-2 hrs
Swarga Tomar Charane,Bengali,,1998.0,NR,2,26,2-3 hrs
Shesh Theke Shuru,Bengali,4.8,2018.0,13+,0,50,30-60 mins
Sriman Prithviraj,Bengali,7.5,1972.0,NR,1,47,1-2 hrs
Nenjil Oru Mull,Tamil,,1981.0,NR,2,21,2-3 hrs
Jalpari : The Desert Mermaid,Hindi,7.1,2012.0,All,1,31,1-2 hrs
The Lord of the Rings: The Fellowship of the Ring,English,8.8,2001.0,All,2,58,2-3 hrs
The Polar Express,English,6.6,2004.0,All,1,39,1-2 hrs
Geostorm,Telugu,5.3,2017.0,13+,1,49,1-2 hrs
Mirugam,Telugu,6.2,2007.0,NR,1,26,1-2 hrs
Amarkalam,Tamil,7.3,1998.0,13+,2,29,2-3 hrs
Deewana Mastana,Hindi,6.7,1997.0,All,2,13,2-3 hrs
CID Eesha,Kannada,5.5,2013.0,NR,2,7,2-3 hrs
Ek Khiladi Ek Haseena,Hindi,5.7,2005.0,18+,2,21,2-3 hrs
Natakam,Telugu,5.9,2018.0,18+,2,16,2-3 hrs
Yamadonga,Telugu,7.3,2007.0,13+,2,58,2-3 hrs
Jai Jai Maharashtra Majha,Marathi,6.3,2012.0,All,2,7,2-3 hrs
Biswaprakash,English,6.8,1999.0,NR,2,17,2-3 hrs
Tharka,Kannada,5.8,1989.0,NR,2,11,2-3 hrs
Gair,Hindi,3.7,1999.0,13+,2,22,2-3 hrs
Lamhe,Hindi,7.4,1991.0,All,3,7,>3 hrs
Amazon Obhijaan,Bengali,4.6,2017.0,13+,2,17,2-3 hrs
Janapriyan,Malayalam,6.3,2011.0,All,0,0,<30 mins
Naikar Bhumikay,Bengali,,1972.0,All,2,1,2-3 hrs
Kajarya,Hindi,6.6,2015.0,18+,1,44,1-2 hrs
Vinara Sodara Veera Kumara,Telugu,7.4,2019.0,13+,2,25,2-3 hrs
Lover,Telugu,5.7,2018.0,13+,2,5,2-3 hrs
Maara (Telugu),Telugu,,2021.0,13+,2,29,2-3 hrs
Zameen Aasmaan,Hindi,5.5,1984.0,NR,2,23,2-3 hrs
The Jimmy Show,English,5.2,2002.0,18+,1,36,1-2 hrs
Super Bheem in Dragonpur,Hindi,,2017.0,7+,1,10,1-2 hrs
Hum Tum Dushman Dushman,Hindi,5.8,2015.0,NR,1,54,1-2 hrs
Made in America,English,5.1,1993.0,16+,1,50,1-2 hrs
Pai Brothers,Malayalam,4.7,1995.0,NR,2,17,2-3 hrs
Sye Raa Narasimha Reddy (Hindi),Hindi,7.4,2019.0,13+,2,49,2-3 hrs
Shrimoti Bhoyonkori,Bengali,5.3,2018.0,13+,0,55,30-60 mins
Carry On Jatta 2,Punjabi,6.9,2018.0,13+,2,27,2-3 hrs
Mafi Dona,Malayalam,3.9,2019.0,13+,1,49,1-2 hrs
Chenkol,Malayalam,7.8,1993.0,NR,2,41,2-3 hrs
Honeymoon,Hindi,5.7,1973.0,NR,2,8,2-3 hrs
Jodi,Telugu,6.1,1999.0,NR,2,27,2-3 hrs
Dream Mall,Marathi,5.6,2018.0,13+,1,30,1-2 hrs
Fear City,English,5.7,1984.0,18+,1,34,1-2 hrs
The Opium War,English,6.5,2020.0,13+,1,4,1-2 hrs
Housefull 2,Hindi,5.3,2012.0,NR,2,39,2-3 hrs
Dubai,Malayalam,,2001.0,NR,3,19,>3 hrs
Tartuffe,English,7.1,,18+,1,2,1-2 hrs
Pakalppooram,Malayalam,5.4,2002.0,NR,2,39,2-3 hrs
Professor,Kannada,6.4,1995.0,NR,2,21,2-3 hrs
Vichitra Kutumbam,Telugu,8.2,,NR,2,48,2-3 hrs
She’s Lost Control,English,,2014.0,NR,1,30,1-2 hrs
Din Dehade Lai Jaange,Punjabi,,2018.0,13+,2,10,2-3 hrs
Aaja Nachle,Hindi,6.2,2007.0,All,2,23,2-3 hrs
Fatso!,Hindi,5.7,2012.0,13+,1,37,1-2 hrs
Fidaa,Telugu,7.5,2017.0,All,2,25,2-3 hrs
Ungli,Hindi,5.7,2014.0,13+,1,53,1-2 hrs
Fish Fingers,Bengali,,2020.0,13+,0,3,<30 mins
Sahasa Baaludu Vichitra Kothi,Telugu,,2002.0,NR,2,21,2-3 hrs
Vajram,Malayalam,3.2,2004.0,NR,2,2,2-3 hrs
Boss Engira Bhaskaran,Tamil,7.2,2010.0,All,2,41,2-3 hrs
Rammstein: In Amerika (Documentaries),English,8.2,2016.0,18+,2,23,2-3 hrs
Shiva,Hindi,8.1,1990.0,All,2,41,2-3 hrs
Jyothi,Telugu,7.3,1976.0,NR,1,54,1-2 hrs
Gulabi,Telugu,7.2,1995.0,18+,2,13,2-3 hrs
Mukku Pudaka,Telugu,,1983.0,NR,2,2,2-3 hrs
Ratnadwip,Bengali,,,NR,1,50,1-2 hrs
Devi Sri Prasad,Telugu,6.4,2017.0,18+,1,38,1-2 hrs
Mehbooba,Telugu,5.5,2018.0,13+,2,27,2-3 hrs
Chinnodu Peddodu,Telugu,6.3,1988.0,NR,2,20,2-3 hrs
Lukochurii,Bengali,4.4,2010.0,All,1,57,1-2 hrs
Chess,Malayalam,5.3,2006.0,13+,2,17,2-3 hrs
Bollywood Diaries,Hindi,6.0,2016.0,13+,1,56,1-2 hrs
Baat Ban Jaye,Hindi,6.3,1986.0,NR,2,28,2-3 hrs
Ghar Ghar Ki Kahani,Hindi,7.5,1970.0,NR,2,22,2-3 hrs
Sakthi - Malayalam,Malayalam,,2003.0,NR,2,18,2-3 hrs
Bombay March 12,Malayalam,5.6,2011.0,All,2,1,2-3 hrs
Lucifer (Telugu),Telugu,7.5,2019.0,13+,2,52,2-3 hrs
Born To Race,English,6.0,2012.0,16+,1,38,1-2 hrs
"Negotiator, The",English,7.3,1998.0,18+,2,19,2-3 hrs
While We’re Young,English,,2014.0,18+,1,33,1-2 hrs
Crossed Over,English,5.4,2002.0,16+,1,31,1-2 hrs
Junooniyat,Hindi,4.2,2016.0,All,2,2,2-3 hrs
Kunku Zala Vairi,Marathi,,2005.0,All,2,29,2-3 hrs
Shotti Aai To Jibon,Bengali,,2000.0,NR,2,18,2-3 hrs
Chaar Maharathi,Hindi,4.5,1985.0,NR,2,17,2-3 hrs
Trending,English,,2020.0,13+,0,47,30-60 mins
Shob Bhooturey,Bengali,5.4,2018.0,13+,1,53,1-2 hrs
Bandhu Tomar,Bengali,,2010.0,NR,2,20,2-3 hrs
Ek Din Aadhi Raat,Hindi,,1971.0,NR,2,6,2-3 hrs
Vaali,Tamil,7.9,1999.0,18+,2,39,2-3 hrs
Kartavyarayuni Katha,Telugu,,,NR,2,3,2-3 hrs
Rehmat Ali,Bengali,5.1,2017.0,13+,2,7,2-3 hrs
Sex and the City 2,English,4.5,2010.0,18+,2,26,2-3 hrs
Hosa Belaku,Kannada,8.2,1982.0,NR,2,28,2-3 hrs
Sirai Qaidhi,Tamil,,1984.0,NR,0,59,30-60 mins
Mauchaak,Bengali,,2017.0,13+,2,7,2-3 hrs
Deepar Prem,Bengali,,2017.0,13+,1,29,1-2 hrs
Cat in the Hat,Tamil,4.0,2003.0,7+,1,21,1-2 hrs
Ulladakkam,Malayalam,7.2,1991.0,All,0,0,<30 mins
Dangerous Beauty,English,7.2,1999.0,18+,1,51,1-2 hrs
Shubham Karoti Kalyanam,Marathi,,2017.0,All,2,7,2-3 hrs
Bangali Babu English Mem,Bengali,5.3,2017.0,13+,2,24,2-3 hrs
Sarvopari Palakkaran,Malayalam,5.0,2017.0,All,2,15,2-3 hrs
Hank Williams: The Show He Never Gave,English,7.0,1980.0,16+,1,26,1-2 hrs
Captive State,English,6.0,2019.0,16+,1,54,1-2 hrs
Gaheen Hriday,Bengali,7.5,2018.0,18+,1,47,1-2 hrs
Man of Steel (2013),Telugu,7.0,2013.0,13+,2,22,2-3 hrs
Iti Mrinalini,Bengali,,2017.0,13+,2,11,2-3 hrs
Manoharam,Malayalam,6.8,2019.0,All,0,0,<30 mins
Karuninchina Kanaka Durga,Telugu,,1986.0,NR,2,12,2-3 hrs
T-34,Hindi,6.7,2018.0,All,1,52,1-2 hrs
Harry Potter and the Prisoner of Azkaban,Hindi,7.9,2004.0,All,2,21,2-3 hrs
Criminal,Hindi,6.3,2016.0,18+,1,48,1-2 hrs
Nuvvu Thopu Raa,Telugu,7.2,2019.0,13+,2,20,2-3 hrs
Jesal Toral,Gujarati,6.5,1971.0,All,2,7,2-3 hrs
Tumbbad,Tamil,8.3,2018.0,18+,1,44,1-2 hrs
Brojobuli,Bengali,6.8,2017.0,13+,1,50,1-2 hrs
Silsiilay,Hindi,4.0,2005.0,NR,2,2,2-3 hrs
Annabelle Comes Home,Telugu,5.9,2019.0,18+,1,46,1-2 hrs
Vallikkudilile Vellakkaran,Malayalam,5.7,2018.0,All,1,42,1-2 hrs
Love & Mercy,English,7.4,2014.0,18+,1,56,1-2 hrs
Srodhanjali,Bengali,,1993.0,NR,2,14,2-3 hrs
Ajab Singh Ki Gazab Kahani,Hindi,5.9,2017.0,18+,1,53,1-2 hrs
Jeene Ki Arzoo,Hindi,5.9,1981.0,All,2,12,2-3 hrs
The Big Sick,English,7.5,2017.0,18+,0,0,<30 mins
The Matrix,Hindi,8.7,1999.0,18+,2,16,2-3 hrs
Living with Wolves,English,8.6,2019.0,13+,0,52,30-60 mins
Theevram,Malayalam,6.5,2012.0,All,2,6,2-3 hrs
Bandhabi,Bengali,,1989.0,NR,2,33,2-3 hrs
Harry Potter and the Deathly Hallows - Part 2,Hindi,8.1,2011.0,13+,2,10,2-3 hrs
Lucy,Hindi,6.4,2014.0,18+,1,29,1-2 hrs
A Call to Spy,English,6.3,2020.0,16+,2,4,2-3 hrs
Phir Milenge,Hindi,6.1,2004.0,All,2,8,2-3 hrs
Sudhu Bhalobasa,Bengali,,2005.0,NR,2,39,2-3 hrs
Turtle Beach,English,4.7,1992.0,18+,1,27,1-2 hrs
One,Bengali,,2017.0,13+,2,28,2-3 hrs
Ivanuku Thannila Gandam,Tamil,5.5,2015.0,All,2,9,2-3 hrs
Mona Darling,Hindi,4.9,2017.0,18+,1,44,1-2 hrs
Desh,Bengali,,2002.0,NR,2,10,2-3 hrs
The Smurfs And The Magic Flute,English,6.0,1976.0,7+,1,10,1-2 hrs
Ishq Ke Parindey,Hindi,6.6,2015.0,NR,1,53,1-2 hrs
Just Married : Marriage Was Only The Beginning,Hindi,5.3,2007.0,13+,2,6,2-3 hrs
Dum Laga Ke Haisha,Hindi,7.5,2015.0,13+,1,50,1-2 hrs
Vrithra,Kannada,6.2,2019.0,All,1,48,1-2 hrs
Golden Dawn Girls,English,7.0,2020.0,13+,1,32,1-2 hrs
Kedi,Telugu,,2010.0,13+,2,42,2-3 hrs
Aa Eradu Varshagalu,Kannada,8.0,2017.0,NR,2,6,2-3 hrs
Jaguar:Going Electric,English,,2019.0,13+,0,57,30-60 mins
Samsaram Adhu Minsaram,Tamil,7.3,1986.0,All,2,18,2-3 hrs
Up Up & Up,English,5.6,2019.0,All,1,18,1-2 hrs
Hijacked: Flight 285,English,4.8,1996.0,16+,1,33,1-2 hrs
Jumanji,Hindi,7.0,1995.0,7+,1,44,1-2 hrs
Maa Beta,Hindi,,,NR,2,18,2-3 hrs
Gharana,Hindi,7.1,,All,2,34,2-3 hrs
Dekh Tamasha Dekh,Hindi,6.1,2014.0,NR,1,49,1-2 hrs
Ankhon Dekhi,Hindi,8.0,2014.0,7+,1,44,1-2 hrs
Proxy,Bengali,5.7,1977.0,NR,1,46,1-2 hrs
Gemini,Telugu,5.7,2002.0,All,2,31,2-3 hrs
Luv Ni Love Storys,Gujarati,7.0,2020.0,All,2,20,2-3 hrs
Gantumoote,Kannada,8.1,2019.0,18+,1,55,1-2 hrs
Lal Pan Bibi,Bengali,5.3,1994.0,NR,2,49,2-3 hrs
Sommersby,English,6.2,1993.0,18+,1,53,1-2 hrs
Atumgiri (Itemgiri),Marathi,6.5,2017.0,13+,2,11,2-3 hrs
Padma Nadir Majhi,Bengali,8.2,2017.0,13+,2,11,2-3 hrs
Onnaam Maanam Poomaanam,Malayalam,,1987.0,NR,1,35,1-2 hrs
Bottle Rocket,English,7.0,1996.0,18+,1,31,1-2 hrs
Deva - Kannada,Kannada,,1989.0,NR,2,32,2-3 hrs
Salt,Telugu,6.4,2010.0,13+,1,40,1-2 hrs
Ghost Rider,English,5.2,2007.0,13+,1,50,1-2 hrs
Satya 2,Telugu,5.9,2013.0,18+,2,7,2-3 hrs
Waris,Hindi,5.9,,NR,2,2,2-3 hrs
Don’t Expect Too Much,English,,2011.0,16+,1,12,1-2 hrs
Thuparivaalan,Tamil,7.5,2017.0,13+,2,34,2-3 hrs
Kharidaar,Hindi,,1988.0,NR,0,0,<30 mins
Flight 192,Tamil,5.0,2016.0,16+,1,25,1-2 hrs
Laal Ishq,Marathi,5.5,2016.0,13+,1,56,1-2 hrs
Software Sudheer,Telugu,5.7,2019.0,13+,1,55,1-2 hrs
Bleeding Steel,English,5.2,2017.0,13+,1,45,1-2 hrs
Darpa Churna,Bengali,,2017.0,13+,2,4,2-3 hrs
Ali,English,6.8,2001.0,18+,2,36,2-3 hrs
Iswar Parameswar,Bengali,,1993.0,NR,2,7,2-3 hrs
Bindur Cheley,Bengali,,2017.0,13+,1,49,1-2 hrs
Alvin and the Chipmunks: Chipwrecked,English,4.3,2011.0,All,1,27,1-2 hrs
Kadaram Kondan,Tamil,5.7,2019.0,13+,1,54,1-2 hrs
Carry On Balle Balle,Hindi,6.9,2020.0,13+,2,5,2-3 hrs
Kalankini Kankabati,Bengali,6.8,1981.0,NR,1,53,1-2 hrs
Aadmi,Hindi,6.5,1993.0,18+,2,22,2-3 hrs
Master Stroke,Gujarati,6.4,2019.0,All,1,56,1-2 hrs
Nishabdha (Kannada),Kannada,3.8,2020.0,16+,2,5,2-3 hrs
Holly Slept Over,English,5.5,2020.0,16+,1,27,1-2 hrs
Ragala 24 Gantallo,Telugu,5.2,2019.0,13+,2,11,2-3 hrs
Fukushima,English,,2019.0,13+,0,55,30-60 mins
Fruits of Passion,English,5.6,1981.0,18+,1,19,1-2 hrs
Chhalaang,Hindi,6.5,2020.0,13+,2,16,2-3 hrs
Chaarfutiya Chhokare,Hindi,6.2,2014.0,13+,1,53,1-2 hrs
Mangal Deep,Bengali,8.1,2017.0,13+,2,27,2-3 hrs
Blair Witch (2016),English,5.0,2016.0,18+,1,29,1-2 hrs
Vijay,Hindi,5.6,1988.0,16+,2,52,2-3 hrs
Scooby-Doo!: The Movie,Hindi,5.1,2002.0,13+,1,26,1-2 hrs
Daag,Hindi,7.0,1973.0,7+,2,26,2-3 hrs
Hero No.01 - Vir: The Robot Boy Movie,Hindi,2.8,2012.0,7+,0,54,30-60 mins
Fortuner,Kannada,6.9,2019.0,13+,2,10,2-3 hrs
Pakdam Pakdai: Ocean Attack,Hindi,,2020.0,All,1,13,1-2 hrs
Amayaka Chakravarthy,Telugu,,1983.0,NR,2,11,2-3 hrs
Kamaraj,Tamil,7.1,2004.0,All,2,1,2-3 hrs
Hangsharaj,Bengali,,1976.0,NR,1,56,1-2 hrs
Mana Gedda Maga,Kannada,8.5,1992.0,NR,2,4,2-3 hrs
Rojulu Marayi,Telugu,5.8,,All,2,11,2-3 hrs
Karmegham,Tamil,5.9,2002.0,13+,2,18,2-3 hrs
Autodriver,English,,2020.0,13+,0,30,30-60 mins
Jatagadu,Telugu,,1981.0,NR,2,17,2-3 hrs
C/O Surya,Telugu,5.5,2017.0,13+,1,43,1-2 hrs
Eththan,Tamil,5.1,2011.0,All,2,22,2-3 hrs
Prem By Chance,Bengali,6.7,2018.0,13+,2,28,2-3 hrs
Gattu Battu Vs Zaarc: The Machine Maniac,Hindi,,2020.0,7+,1,11,1-2 hrs
Ottayadippaathakal,Malayalam,,1993.0,NR,1,29,1-2 hrs
John Rambo,English,7.0,2008.0,18+,1,26,1-2 hrs
Shaadi No. 1,Hindi,3.5,2005.0,NR,2,9,2-3 hrs
Shubh Mangal Zyada Saavdhan,Hindi,5.8,2020.0,13+,1,57,1-2 hrs
Housefull,Hindi,5.4,2010.0,NR,2,28,2-3 hrs
Dinoshark,Telugu,3.1,2010.0,16+,1,26,1-2 hrs
John Wick: Chapter 2,Kannada,7.5,2017.0,18+,2,2,2-3 hrs
Palay Khan,Hindi,6.5,1986.0,All,2,25,2-3 hrs
The Legend of Michael Mishra,Hindi,4.4,2016.0,All,1,58,1-2 hrs
Honey Boy,Telugu,7.3,2019.0,18+,1,34,1-2 hrs
Ellis Island: The Making of a Master Race in America,English,6.8,2019.0,13+,1,9,1-2 hrs
Entrapment,English,6.3,1999.0,18+,1,52,1-2 hrs
Kuttram Kadithal,Tamil,8.0,2015.0,All,1,59,1-2 hrs
Strings of Passion,Hindi,6.5,2014.0,NR,1,35,1-2 hrs
Pather Panchali,Bengali,8.6,,NR,2,2,2-3 hrs
Koyelaanchal,Hindi,5.4,2014.0,NR,2,25,2-3 hrs
Duur,Hindi,,2013.0,All,0,7,<30 mins
Ustadi Ustad Se,Hindi,3.8,1982.0,NR,2,14,2-3 hrs
MySelf Pendu,Punjabi,4.4,2015.0,13+,2,5,2-3 hrs
Phullu,Hindi,6.0,2017.0,13+,1,31,1-2 hrs
Kudi Canada Di,Punjabi,,1994.0,NR,2,4,2-3 hrs
Danob,Bengali,,2019.0,13+,2,36,2-3 hrs
Napoleon (Telugu),Telugu,6.9,2017.0,13+,1,54,1-2 hrs
Shatranj Ke Khilari,Hindi,7.7,1977.0,All,1,55,1-2 hrs
Kaagaz Ke Phool,Hindi,8.0,,All,2,13,2-3 hrs
Carol,English,7.2,2015.0,18+,1,58,1-2 hrs
Don 2,Hindi,7.1,2011.0,13+,2,27,2-3 hrs
Kaalia,Hindi,6.8,1981.0,All,2,46,2-3 hrs
Bhartiya,Marathi,7.7,2012.0,13+,2,9,2-3 hrs
Baat Bann Gayi,Hindi,5.1,2013.0,NR,1,48,1-2 hrs
Escape Room,English,4.2,2017.0,18+,1,26,1-2 hrs
Vagala Rani,Telugu,,2004.0,NR,1,29,1-2 hrs
Sky and Ground,English,8.4,2019.0,13+,1,24,1-2 hrs
Nala Damayanthi,Telugu,7.1,,NR,2,39,2-3 hrs
Mister,Telugu,3.8,2017.0,13+,2,36,2-3 hrs
Raduaa,Punjabi,5.1,2018.0,All,2,8,2-3 hrs
Abduction Point,Marathi,5.6,2016.0,18+,1,22,1-2 hrs
Goyenda Junior,Bengali,6.1,2019.0,13+,1,58,1-2 hrs
Aar Paar,Hindi,6.6,,All,2,11,2-3 hrs
Sakhi Tumi Kar,Bengali,,2017.0,13+,2,31,2-3 hrs
Bandh Hotho Ni Vaat,Gujarati,,2008.0,All,0,0,<30 mins
Chirunama,Telugu,,2001.0,NR,2,21,2-3 hrs
Anjali,Bengali,6.6,1988.0,All,1,54,1-2 hrs
Children of the Bride,English,6.5,1990.0,16+,1,34,1-2 hrs
Bhagam Bhag,Hindi,6.4,2006.0,All,2,32,2-3 hrs
Sagara - Malayalam,Malayalam,,2001.0,NR,0,55,30-60 mins
Dead Space: Downfall,English,6.3,2008.0,18+,1,14,1-2 hrs
Incarnate,English,5.3,2016.0,18+,1,26,1-2 hrs
Basmati Blues,English,3.6,2018.0,13+,1,42,1-2 hrs
Ashi Hi Banwa Banwi,Marathi,8.8,1988.0,All,2,17,2-3 hrs
Sahhas,Hindi,4.7,1981.0,NR,2,13,2-3 hrs
Karinkannan,Malayalam,4.8,2018.0,All,1,56,1-2 hrs
Bankubabu,Bengali,,2017.0,13+,2,23,2-3 hrs
Jane and Emma,English,6.4,2018.0,18+,1,33,1-2 hrs
Sheetla Mata,Hindi,,1981.0,NR,2,18,2-3 hrs
Creating An Ocean,English,,2019.0,13+,1,39,1-2 hrs
Pandanti Jeevitham,Telugu,,1980.0,NR,2,28,2-3 hrs
Child 44,English,6.5,2015.0,18+,2,17,2-3 hrs
Salt,Hindi,6.4,2010.0,13+,1,40,1-2 hrs
"Small Cams, Big Beasts",English,,2020.0,13+,0,50,30-60 mins
Raatporir Rupkatha,Bengali,,2007.0,NR,1,54,1-2 hrs
Mechanic Ressurection,Hindi,5.7,2016.0,16+,1,34,1-2 hrs
Fugay,Marathi,6.1,2017.0,13+,2,0,2-3 hrs
Raatchasi,Tamil,7.3,2019.0,All,2,12,2-3 hrs
Salt,Tamil,6.4,2010.0,13+,1,40,1-2 hrs
